"chunk_syntagm_id","chunk_id","keyword","syntagmid","createduser","createddate","updateduser","updateddate","deleteduser","deleteddate","isdeleted"
"3629","7989","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3630","7994","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3631","12167","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3632","12250","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3633","4140","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3634","4146","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3635","12563","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3636","8003","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3637","4229","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3638","4231","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3639","4232","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3640","9364","floor","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3641","8067","floor","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3642","4399","floor","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3643","4444","floor","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3644","8160","floor","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3645","11592","floor","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3646","8222","floor","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3647","10979","floor","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3648","8243","floor","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3649","9493","floor","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3650","5298","floor","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3651","8298","floor","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3652","10676","floor","10","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3653","5377","floor","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3654","5505","floor","10","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3655","5506","floor","10","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3656","11233","floor","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3657","9546","floor","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3658","12695","floor","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3659","5955","floor","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3660","6028","floor","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3661","6060","floor","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3662","9614","floor","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3663","9623","floor","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3664","6147","floor","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3665","8459","floor","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3666","10275","floor","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3667","6263","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3668","9644","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3669","11844","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3670","12621","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3671","11453","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3672","6348","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3673","9651","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3674","6413","floor","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3675","8524","floor","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3676","6475","floor","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3677","8567","floor","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3678","2646","floor","32","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3679","10497","floor","32","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3680","7561","floor","32","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3681","2647","floor","32","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3682","2648","floor","32","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3683","2649","floor","32","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3684","2650","floor","32","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3685","2651","floor","32","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3686","2652","floor","32","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3687","12775","floor","32","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3688","9964","floor","32","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3689","2653","floor","32","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3690","7220","focus","35","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3691","3180","fog","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3692","2655","fog","11","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3693","1003","food","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3694","9818","food","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3695","11089","food","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3696","1262","food","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3697","8868","food","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3698","1370","food","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3699","2450","food","20","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3700","626","food","9","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3701","4061","food","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3702","10134","food","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3703","10246","food","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3704","5886","food","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3705","5973","food","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3706","6241","food","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3707","6398","food","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3708","6570","food","27","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3709","3875","fool","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3710","6899","fool","9","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3711","1347","foot","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3712","1518","foot","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3713","473","foot","9","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3714","3621","foot","20","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3715","4540","foot","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3716","6290","foot","20","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3717","6393","foot","20","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3718","7157","football","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3719","1223","football","10","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3720","135","football","44","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3721","10650","football","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3722","5741","football","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3723","11241","football","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3724","12050","football","11","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3725","3185","football","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3726","1069","forest","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3727","1119","forest","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3728","7174","forest","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3729","1382","forest","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3730","7200","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3731","11648","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3732","11105","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3733","10438","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3734","8938","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3735","10831","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3736","12570","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3737","10445","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3738","12521","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3739","2008","forest","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3740","7446","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3741","7449","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3742","7451","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3743","7456","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3744","2295","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3745","2357","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3746","2557","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3747","7544","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3748","2562","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3749","2699","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3750","7604","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3751","2863","forest","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3752","11155","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3753","10896","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3754","7734","forest","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3755","3595","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3756","3611","forest","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3757","9242","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3758","3754","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3759","10082","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3760","10588","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3761","3965","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3762","12525","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3763","9377","forest","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3764","4394","forest","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3765","8086","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3766","9411","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3767","8169","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3768","10188","forest","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3769","8247","forest","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3770","5356","forest","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3771","5361","forest","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3772","5585","forest","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3773","5646","forest","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3774","11013","forest","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3775","8380","forest","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3776","5809","forest","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3777","8445","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3778","6199","forest","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3779","6238","forest","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3780","6284","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3781","6411","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3782","6433","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3783","6436","forest","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3784","10298","forest","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3785","9659","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3786","6483","forest","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3787","6590","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3788","11621","forest","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3789","6660","forest","9","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3790","6741","forest","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3791","2989","forget","34","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3792","7670","forget","34","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3793","257","forget","34","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3794","10776","forget","33","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3795","11949","forget","34","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3796","569","forget","34","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3797","12418","forget","34","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3798","7079","forget","34","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3799","776","forget","35","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3800","10154","forget","34","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3801","6667","forget","34","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3802","9721","forget","34","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3803","4441","fork","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3804","6725","fork","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3805","6735","fork","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3806","7108","form","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3807","600","fox","9","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3808","5825","fox","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3809","8949","fridge","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3810","5974","fridge","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3811","11040","fridge","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3812","1115","friend","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3813","1439","friend","20","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3814","7241","friend","10","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3815","1567","friend","10","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3816","6954","friend","8","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3817","8344","friend","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3818","9820","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3819","10410","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3820","1157","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3821","1161","front","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3822","1177","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3823","1221","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3824","7182","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3825","1342","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3826","12420","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3827","7192","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3828","1385","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3829","1397","front","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3830","1506","front","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3831","1533","front","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3832","8906","front","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3833","12236","front","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3834","1975","front","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3835","2083","front","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3836","2154","front","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3837","7468","front","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3838","7480","front","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3839","7606","front","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3840","7629","front","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3841","2943","front","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3842","1357","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3843","7694","front","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3844","8724","front","36","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3845","11069","front","36","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3846","7046","front","36","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3847","11756","front","36","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3848","7829","front","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3849","3651","front","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3850","3760","front","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3851","8057","front","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3852","4375","front","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3853","796","front","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3854","10956","front","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3855","8132","front","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3856","8136","front","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3857","4654","front","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3858","12528","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3859","10211","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3860","8286","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3861","10212","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3862","8811","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3863","12007","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3864","10675","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3865","11722","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3866","10990","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3867","5393","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3868","12652","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3869","9529","front","3","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3870","11724","front","3","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3871","8814","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3872","5485","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3873","10226","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3874","12737","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3875","5504","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3876","5556","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3877","9545","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3878","5726","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3879","8378","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3880","11443","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3881","9568","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3882","5791","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3883","5793","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3884","11020","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3885","5806","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3886","5811","front","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3887","9571","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3888","12361","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3889","5874","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3890","10257","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3891","9588","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3892","12802","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3893","5993","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3894","11734","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3895","9603","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3896","6016","front","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3897","9609","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3898","6059","front","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3899","8440","front","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3900","6484","front","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3901","6585","front","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3902","12415","front","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3903","6661","front","36","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3904","983","front","36","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3905","1004","fruit","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3906","7147","fruit","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3907","1053","fruit","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3908","10806","fruit","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3909","12193","fun","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3910","12593","fun","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3911","11391","fun","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3912","5211","fun","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3913","1181","funny","10","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3914","3033","funny","30","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3915","8775","funny","30","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3916","12731","funny","30","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3917","3466","funny","30","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3918","11174","funny","30","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3919","7795","funny","30","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3920","821","funny","30","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3921","1453","future","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3922","6983","future","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3923","9877","future","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3924","12092","future","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3925","2375","future","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3926","9959","future","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3927","2606","future","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3928","2708","future","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3929","10055","future","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3930","3810","future","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3931","7958","future","20","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3932","4314","future","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3933","10627","future","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3934","4458","future","27","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3935","4907","future","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3936","4908","future","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3937","4929","future","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3938","6253","future","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3939","10749","future","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3940","10450","game","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3941","7503","game","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3942","2669","game","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3943","7581","game","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3944","7680","game","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3945","470","game","9","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3946","480","game","9","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3947","3165","game","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3948","3335","game","8","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3949","12064","game","44","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3950","11400","game","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3951","10117","game","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3952","10953","game","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3953","8126","game","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3954","6955","game","8","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3955","35","game","8","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3956","113","game","44","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3957","11274","game","44","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3958","191","game","8","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3959","4896","game","5","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3960","8810","game","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3961","10221","game","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3962","5463","game","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3963","9554","game","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3964","11082","game","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3965","11018","game","6","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3966","6176","game","9","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3967","6297","game","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3968","6307","game","4","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3969","6404","game","20","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3970","6656","game","9","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3971","6924","game","9","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3972","7228","garden","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3973","7233","garden","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3974","1820","garden","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3975","10441","garden","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3976","1870","garden","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3977","8971","garden","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3978","7337","garden","7","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3979","7379","garden","20","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3980","12367","garden","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3981","9929","garden","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3982","9039","garden","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3983","9935","garden","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3984","12201","garden","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3985","2642","garden","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3986","7560","garden","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3987","7565","garden","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3988","9096","garden","2","admin","25/11/2025 15:44:17.661766",,,,,"f"
"3989","3143","garden","17","admin","25/11/2025 15:44:17.661766",,,,,"f"
